branch	Chr01	Chr02	Chr03	Chr05	Chr08
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
30	447	89	2	462	0
30	447	87	2	464	0
30	449	84	4	463	0
30	449	83	6	462	0
30	454	79	8	459	0
30	457	82	8	453	0
30	464	79	8	449	0
30	463	78	10	449	0
30	464	78	11	447	0
30	466	78	11	445	0
30	469	78	13	440	0
30	467	80	13	440	0
30	466	79	15	440	0
30	462	84	17	437	0
30	465	84	17	434	0
30	474	81	19	426	0
30	477	82	20	421	0
30	475	82	22	421	0
30	467	91	23	419	0
30	468	89	26	417	0
30	467	89	27	417	0
30	468	88	29	415	0
30	477	84	33	406	0
30	479	89	33	399	0
30	475	91	33	401	0
30	473	94	33	400	0
30	473	93	33	401	0
30	476	92	35	397	0
30	474	97	39	390	0
30	476	97	42	385	0
30	471	98	42	389	0
30	465	105	42	388	0
30	472	99	43	386	0
30	477	93	45	385	0
30	471	96	45	388	0
30	475	90	45	390	0
30	474	90	45	391	0
30	477	89	47	387	0
30	479	88	47	386	0
30	482	85	47	385	1
30	480	87	48	384	1
30	482	88	49	380	1
30	480	92	50	377	1
30	477	95	52	375	1
30	475	99	52	373	1
30	480	96	54	368	2
30	485	92	56	365	2
30	486	92	57	363	2
30	481	92	58	367	2
30	485	91	59	363	2
30	487	88	61	362	2
30	488	83	63	364	2
30	484	84	65	365	2
30	486	83	65	364	2
30	491	76	65	366	2
30	489	79	66	364	2
30	491	78	67	362	2
30	490	80	68	360	2
30	489	76	69	364	2
30	487	78	71	362	2
30	489	73	72	363	3
30	490	71	72	364	3
30	489	74	73	361	3
30	483	79	75	360	3
30	484	76	76	361	3
30	485	75	78	359	3
30	491	67	79	360	3
30	488	67	80	362	3
30	494	68	82	353	3
30	495	69	85	348	3
30	498	68	85	346	3
30	498	67	87	345	3
30	503	64	89	341	3
30	503	65	89	339	4
30	500	66	91	339	4
30	498	65	95	338	4
30	497	63	96	340	4
30	499	64	96	337	4
30	501	66	97	332	4
30	501	72	100	323	4
30	500	76	100	320	4
30	495	78	101	322	4
30	498	79	101	318	4
30	496	81	101	318	4
30	499	78	101	317	5
30	499	73	103	320	5
30	497	74	105	319	5
30	498	72	106	319	5
30	490	79	106	320	5
30	492	75	105	322	6
30	487	77	106	324	6
30	489	74	107	323	7
30	491	74	107	321	7
30	491	74	108	320	7
30	491	74	110	318	7
30	490	78	110	315	7
30	489	78	113	313	7
30	492	76	113	312	7
30	489	79	114	311	7
30	491	78	117	307	7
30	482	88	119	304	7
30	482	86	120	305	7
30	475	92	120	306	7
30	478	88	120	307	7
30	477	87	122	306	8
30	476	85	124	307	8
30	477	82	126	307	8
30	479	81	126	306	8
30	481	81	128	302	8
30	487	77	129	299	8
30	484	76	130	302	8
30	489	74	134	295	8
30	488	78	135	291	8
30	478	78	134	287	8
30	156	26	63	63	1
30	4	0	4	1	0
30	0	0	0	0	0
30	0	0	0	0	0
30	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	503	106	1	390	0
31	502	110	1	387	0
31	505	106	5	384	0
31	513	100	5	382	0
31	516	100	7	377	0
31	519	100	8	373	0
31	528	95	8	369	0
31	528	94	8	370	0
31	527	95	9	369	0
31	525	95	11	369	0
31	528	91	11	370	0
31	523	97	11	369	0
31	521	98	12	369	0
31	524	89	13	374	0
31	530	84	13	373	0
31	525	86	14	375	0
31	522	87	16	375	0
31	517	92	17	374	0
31	519	92	17	372	0
31	526	84	17	373	0
31	526	84	17	373	0
31	522	87	17	374	0
31	519	91	17	373	0
31	513	94	17	376	0
31	521	86	19	374	0
31	533	72	21	374	0
31	532	73	22	373	0
31	526	79	22	373	0
31	525	78	24	373	0
31	529	70	25	376	0
31	531	70	26	373	0
31	532	67	26	375	0
31	536	63	26	375	0
31	529	68	28	375	0
31	531	65	29	375	0
31	532	66	29	373	0
31	531	65	31	373	0
31	530	64	33	373	0
31	530	64	34	372	0
31	530	63	35	372	0
31	532	61	38	369	0
31	529	66	38	367	0
31	529	67	38	366	0
31	522	70	38	370	0
31	521	69	39	371	0
31	519	70	41	370	0
31	520	69	43	368	0
31	518	72	44	366	0
31	515	74	45	366	0
31	513	76	47	364	0
31	516	75	47	362	0
31	513	78	48	361	0
31	516	76	48	359	1
31	513	79	48	359	1
31	511	81	48	359	1
31	513	78	51	357	1
31	513	79	51	356	1
31	508	84	51	356	1
31	510	82	53	354	1
31	514	79	54	352	1
31	515	78	54	352	1
31	522	75	56	346	1
31	523	75	56	345	1
31	522	78	57	342	1
31	525	77	57	340	1
31	525	78	59	337	1
31	524	79	61	335	1
31	526	80	61	331	2
31	522	81	63	332	2
31	529	76	66	327	2
31	525	80	67	326	2
31	524	81	68	325	2
31	521	86	68	323	2
31	523	86	70	319	2
31	521	89	71	317	2
31	522	87	73	316	2
31	520	84	74	320	2
31	519	83	75	321	2
31	520	85	75	318	2
31	515	89	75	319	2
31	519	86	75	318	2
31	515	89	75	319	2
31	518	86	76	318	2
31	519	84	78	317	2
31	518	86	79	315	2
31	514	87	79	317	3
31	512	86	80	319	3
31	508	92	82	315	3
31	505	94	83	315	3
31	503	95	83	316	3
31	502	96	83	316	3
31	504	96	83	314	3
31	502	98	83	314	3
31	504	95	83	315	3
31	508	92	83	314	3
31	508	92	83	314	3
31	512	88	83	314	3
31	514	87	83	313	3
31	512	85	83	316	4
31	515	83	85	313	4
31	518	81	86	311	4
31	516	80	87	313	4
31	517	79	88	311	5
31	522	73	90	310	5
31	523	72	91	309	5
31	518	76	92	309	5
31	521	70	92	312	5
31	522	72	92	309	5
31	522	78	93	302	5
31	523	77	94	301	5
31	523	78	94	300	5
31	519	81	94	301	5
31	520	79	95	301	5
31	519	78	96	302	5
31	516	81	96	302	5
31	514	80	96	304	6
31	508	84	96	306	6
31	510	80	98	306	6
31	505	82	98	309	6
31	503	80	100	311	6
31	500	81	101	312	6
31	499	80	101	314	6
31	498	82	101	313	6
31	504	74	100	315	7
31	505	72	100	315	8
31	506	72	101	313	8
31	508	73	103	309	7
31	505	71	105	312	7
31	503	78	106	306	7
31	502	81	106	304	7
31	499	84	109	301	7
31	501	86	110	296	7
31	501	82	111	299	7
31	496	86	112	299	7
31	495	88	112	297	8
31	492	91	113	296	8
31	501	82	114	295	8
31	503	82	114	293	8
31	507	80	115	290	8
31	504	82	116	290	8
31	506	81	116	289	8
31	510	77	118	287	8
31	507	76	118	291	8
31	476	72	114	282	7
31	111	26	26	61	3
31	4	1	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
31	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	0	0	0	0	0
32	627	83	1	289	0
32	616	91	3	290	0
32	613	94	4	289	0
32	617	89	4	290	0
32	617	86	4	293	0
32	608	93	5	294	0
32	611	88	7	294	0
32	611	89	9	291	0
32	608	92	11	289	0
32	604	93	12	291	0
32	605	90	13	292	0
32	610	83	15	292	0
32	603	89	19	289	0
32	604	88	20	288	0
32	609	87	22	282	0
32	599	96	24	281	0
32	604	91	24	281	0
32	603	92	25	280	0
32	600	92	26	282	0
32	604	90	26	280	0
32	606	89	27	278	0
32	605	89	29	277	0
32	602	91	29	278	0
32	597	94	31	278	0
32	598	92	31	279	0
32	598	95	32	275	0
32	596	96	34	274	0
32	596	93	37	274	0
32	592	98	38	272	0
32	593	94	38	275	0
32	590	94	39	277	0
32	589	95	41	275	0
32	584	97	43	276	0
32	580	97	45	278	0
32	579	95	48	278	0
32	584	90	51	275	0
32	592	83	51	274	0
32	591	84	52	273	0
32	594	82	52	272	0
32	600	74	55	271	0
32	603	72	56	269	0
32	602	69	57	272	0
32	596	76	57	271	0
32	595	76	58	271	0
32	594	75	58	273	0
32	597	71	60	272	0
32	597	70	61	272	0
32	596	70	61	273	0
32	600	61	65	274	0
32	598	63	67	272	0
32	600	64	68	268	0
32	603	63	68	266	0
32	608	55	72	265	0
32	609	56	73	262	0
32	609	56	74	261	0
32	610	56	73	260	1
32	606	62	73	258	1
32	610	60	74	255	1
32	610	61	75	253	1
32	605	63	78	253	1
